0
Mycolicibacterium aurum
Actinomyces howellii
Taylorella equigenitalis
Moraxella cuniculi
Bacillus freudenreichii
Aggregatibacter aphrophilus
Streptococcus urinalis
Shewanella baltica
Neisseria canis
Streptococcus milleri
Staphylococcus schweitzeri
Chryseobacterium gleum
Legionella oakridgensis
Acetobacter orientalis
Streptococcus vestibularis
Streptococcus viridans
Shimwellia blattae
Cedecea lapagei
Legionella cherrii
Actinobacillus lignieresii
Avibacterium volantium
Serratia odorifera
Nonlabens ponticola
Streptococcus periodonticum
Streptomyces cyaneochromogenes
Brevibacillus sp. SCSIO 07484
Leptospira mayottensis
Synechococcus elongatus
Shewanella khirikhana
Mycobacterium basiliense
Tsukamurella paurometabola
Arthrobacter agilis
Epibacterium mobile
Staphylococcus cohnii
Corynebacterium jeikeium
Jeotgalibaca ciconiae
Undibacterium parvum
Streptomyces aquilus
Halocella sp. SP3-1
Vibrio aphrogenes
Georhizobium profundi
Bosea sp. Tri-49
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1
Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2
Iodobacter sp. H11R3
Flaviflexus salsibiostraticola
Pseudomonas libanensis
Paenibacillus albus
Pseudoalteromonas sp. Xi13
Streptomyces sp. KPB2
Streptomyces sp. W1SF4
Streptomyces sp. WAC 01529
Streptomyces sp. WAC 01438
Streptomyces sp. WAC 06738
Pseudonocardia autotrophica
Paenibacillus baekrokdamisoli
Nocardioides baekrokdamisoli
Microcystis viridis
Enterobacter sp. SGAir0187
Aliivibrio salmonicida
Tabrizicola piscis
Aliarcobacter skirrowii
Methylomicrobium sp. wino1
Rickettsiales endosymbiont of Stachyamoeba lipophora
Microbacterium sp. 10M-3C3
Paenibacillus lentus
Erysipelothrix piscisicarius
Metakosakonia sp. MRY16-398
Intestinibaculum porci
Petrocella atlantisensis
Kosakonia sp. CCTCC M2018092
Vibrio mediterranei
Rhodococcus sp. NJ-530
Epilithonimonas vandammei
Kaistella carnis
Cloacibacterium normanense
Chryseobacterium taklimakanense
Kaistella daneshvariae
Deinococcus psychrotolerans
Nakamurella sp. s14-144
Caenibius tardaugens
Plantibacter sp. PA-3-X8
Microbacterium sp. Y-01
Paenibacillus sp. M-152
Staphylospora marina
Glaciecola amylolytica
Mycoplasma struthionis
Shewanella livingstonensis
Gordonia insulae
Pigmentiphaga sp. H8
Pseudomonas sp. R4-34-07
Pseudomonas sp. R2-7-07
Pseudomonas sp. R2-60-08W
Pseudomonas sp. LBUM920
Pseudomonas sp. R11-23-07
Pseudomonas sp. R4-39-08
Pseudomonas sp. R1-43-08
Pseudomonas sp. R4-35-07
Pseudomonas sp. R3-18-08
Pseudomonas orientalis
Pseudomonas sp. R3-52-08
Pseudomonas sp. R2-37-08W
Pseudomonas sp. R5-89-07
Pseudomonas sp. CMR5c
Microbacterium sp. ABRD_28
Kaistella haifensis
Chryseobacterium balustinum
Chryseobacterium bernardetii
Chryseobacterium lactis
Chryseobacterium carnipullorum
Chryseobacterium shandongense
Chryseobacterium joostei
Chryseobacterium sp. G0162
Chryseobacterium sp. G0186
Chryseobacterium sp. G0201
Borreliella garinii
Corynebacterium pseudopelargi
Corynebacterium gerontici
Corynebacterium choanae
Klebsiella sp. FDAARGOS_511
Serratia sp. FDAARGOS_506
Chryseobacterium arthrosphaerae
Streptococcus sp. FDAARGOS_520
Streptococcus sp. FDAARGOS_521
Streptococcus sp. FDAARGOS_522
Enterococcus sp. FDAARGOS_553
Acinetobacter sp. FDAARGOS_493
Acinetobacter sp. FDAARGOS_494
Acinetobacter sp. FDAARGOS_560
Bacillus sp. FDAARGOS_527
Propionibacterium acidifaciens
Tetragenococcus koreensis
Tetragenococcus osmophilus
Klebsiella sp. P1CD1
Mycolicibacterium hassiacum
Caulobacter flavus
Leptospira kmetyi
Streptomyces sp. ADI95-16
Serratia sp. LS-1
Staphylococcus debuckii
Clostridium sp. JN-1
Vibrio zhugei
Cohnella candidum
Bathymodiolus thermophilus thioautotrophic gill symbiont
Runella sp. SP2
Polaromonas sp. SP1
Sphingobium sp. LF-16
Burkholderia lata
Actinoplanes teichomyceticus
Georgenia faecalis
Nocardioides sp. 603
Chryseobacterium sp. 6424
Acinetobacter wuhouensis
Serratia sp. P2ACOL2
Vibrio campbellii
Pseudomonas sp. LTJR-52
Pseudomonas sp. LTGT-11-2Z
Commensalibacter sp. AMU001
Alistipes megaguti
Rickettsia typhi
Christensenella sp. Marseille-P3954
Euzebyella marina
Streptomyces sp. Z022
Buttiauxella sp. 3AFRM03
Chryseobacterium sp. 3008163
Acidovorax sp. 1608163
Flavobacterium sp. 140616W15
Pseudoalteromonas agarivorans
Serratia sp. 3ACOL1
Virgibacillus sp. Bac330
Metabacillus litoralis
Virgibacillus halodenitrificans
Virgibacillus sp. Bac332
Mesobacillus foraminis
Janthinobacterium agaricidamnosum
Cryobacterium sp. LW097
Methylorubrum zatmanii
Mucilaginibacter celer
Streptomyces fungicidicus
Sphingomonas sp. YZ-8
Rhodococcus sp. P1Y
Lactiplantibacillus pentosus
Lactiplantibacillus argentoratensis
Serratia sp. 1D1416
Candidatus Phytoplasma ziziphi
Pedobacter sp. eg
Arsenophonus endosymbiont of Aleurodicus dispersus
Christensenella minuta
Azoarcus sp. DN11
Streptomyces hundungensis
Rhizobium sp. CCGE531
Rhizobium sp. CCGE532
Rhizobium jaguaris
Pseudomonas sp. Leaf58
Streptococcus gwangjuense
Streptococcus koreensis
Lactococcus allomyrinae
Protaetiibacter intestinalis
Gryllotalpicola protaetiae
Apilactobacillus bombintestini
Pseudomonas sp. DY-1
Brochothrix thermosphacta
Mycobacterium paragordonae
Clostridium novyi
Bacillus mobilis
Halobacteriovorax sp. BALOs_7
Halomonas alkaliphila
Micromonospora tulbaghiae
Sulfitobacter sp. D7
Cryobacterium soli
Streptomyces griseus
Zymobacter palmae
Sutterella megalosphaeroides
Streptococcus ruminantium
Olsenella sp. GAM18
Sphingopyxis sp. FD7
Sphingopyxis sp. EG6
Sphingobium sp. YG1
Planktothrix agardhii
Borrelia turcica
Achromobacter sp. B7
Arachidicoccus soli
Clostridium fermenticellae
Neorhizobium sp. NCHU2750
Bacillus caldolyticus
Streptomyces sp. 11-1-2
Streptococcus respiraculi
Paenisporosarcina sp. K2R23-3
Pseudomonas sp. K2W31S-8
Flavobacterium anhuiense
Paenibacillus lautus
Streptococcus iniae
Chryseolinea soli
Thermomonospora amylolytica
Bacillus sp. Y1
Moraxella bovoculi
Pontibacter actiniarum
Acinetobacter sp. WCHA55
Mycobacterium pseudoshottsii
Mycobacterium leprae
Lachnospiraceae bacterium GAM79
Lachnospiraceae bacterium Choco86
Methylocaldum marinum
Pannonibacter phragmitetus
Hymenobacter oligotrophus
Hydrogenophilus thermoluteolus
Ferriphaselus amnicola
cyanobacterium endosymbiont of Rhopalodia gibberula
Oscillibacter sp. PEA192
Erysipelotrichaceae bacterium GAM147
Clostridiales bacterium CCNA10
Blattabacterium punctulatus
Aquitalea magnusonii
Acinetobacter sp. WCHAc010034
Vibrio paracholerae
Altererythrobacter sp. B11
Rubrobacter indicoceani
Indioceanicola profundi
Pseudoalteromonas tunicata
Borrelia turicatae
Burkholderia sp. PAMC 26561
Meiothermus taiwanensis
Paraflavitalea soli
Acinetobacter chinensis
Acinetobacter sp. WCHAc010052
Suicoccus acidiformans
Malaciobacter molluscorum
Arcobacter ellisii
Profundibacter amoris
Malaciobacter marinus
Arcobacter suis
Listeria weihenstephanensis
Bombilactobacillus bombi
Lonsdalea britannica
Mycobacterium shigaense
Pseudoalteromonas donghaensis
Salinibacter ruber
Neorhizobium sp. SOG26
Staphylococcus sp. M0911
Novosphingobium sp. THN1
Deinococcus ficus
Aeromicrobium sp. A1-2
Vibrio sp. dhg
Streptomyces sp. CC0208
Aquimarina sp. AD10
Aquimarina sp. AD1
Aquimarina sp. BL5
Alteromonas sp. BL110
Phaeobacter sp. LSS9
Phaeobacter inhibens
Ruegeria sp. AD91A
Chromobacterium rhizoryzae
Dechloromonas sp. HYN0024
Marinobacter sp. Arc7-DN-1
Maritalea myrionectae
Breoghania sp. L-A4
Anaplasma ovis
Blastomonas fulva
Auritidibacter sp. NML130574
Salinimonas sediminis
Streptococcus chenjunshii
Stenotrophomonas sp. G4
Solimonas sp. K1W22B-7
Chlamydia sp. S15-834C
Mycoplasma alkalescens
Mycoplasmopsis edwardii
Mycoplasma putrefaciens
Mariniflexile sp. TRM1-10
Olleya aquimaris
Pseudomonas parafulva
Pseudomonas sp. phDV1
Micromonospora sp. B006
Thalassospira indica
Flavobacterium sp. CJ74
Candidatus Purcelliella pentastirinorum
Acetobacter pomorum
Streptomyces olivoreticuli
Austwickia chelonae
Streptomyces sp. CB09001
Paraburkholderia caffeinilytica
Megasphaera stantonii
Nocardia farcinica
Gallaecimonas mangrovi
Lysobacter sp. TY2-98
Saccharospirillum mangrovi
Burkholderia sp. IDO3
Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1)
Spiroplasma alleghenense
Aliarcobacter trophiarum
Brachybacterium saurashtrense
Erythrobacter aureus
Neisseria polysaccharea
Sphingomonas sp. FARSPH
Candidatus Cyclonatronum proteinivorum
Streptococcus pluranimalium
Kordia sp. SMS9
Streptomyces cavourensis
Streptacidiphilus bronchialis
Pseudomonas kribbensis
Acidibrevibacterium fodinaquatile
Sulfitobacter sp. SK025
Sulfitobacter sp. SK012
Sulfitobacter sp. SK011
Sulfitobacter sp. JL08
Bacillaceae bacterium ZC4
Oceanobacillus zhaokaii
Oceanobacillus sp. 143
Gemella sp. ND 6198
Cardinium endosymbiont of Sogatella furcifera
Sporosarcina sp. PTS2304
Ornithinimicrobium sp. AMA3305
Aquirhabdus parva
Neisseria elongata
Micromonospora aurantiaca
Francisella opportunistica
Humibacter sp. BT305
Halarcobacter bivalviorum
Malaciobacter mytili
Malaciobacter halophilus
Vibrio splendidus
Thauera hydrothermalis
Polynucleobacter necessarius
Streptomyces paludis
Flavobacterium arcticum
Euzebya pacifica
Enterococcus gilvus
Renibacterium salmoninarum
Photorhabdus laumondii
Intrasporangium calvum
Spiroplasma phoeniceum
Ephemeroptericola cinctiostellae
Salicibibacter kimchii
Leclercia sp. W6
Leclercia sp. W17
Mycoplasma phocidae
Bacillus sp. DM2
Streptomyces atratus
Streptomyces sp. Go-475
Paraburkholderia terricola
Paraburkholderia hospita
Paraburkholderia graminis
Paraburkholderia caledonica
Acidisarcina polymorpha
Candidatus Thioglobus sp. NP1
Aurantimicrobium sp. MWH-Uga1
Chromobacterium phragmitis
Acidipropionibacterium virtanenii
Streptomyces globosus
Runella sp. HYN0085
Paracoccus suum
Raoultella sp. X13
Acetobacter sp. JWB
Novosphingobium sp. P6W
Flavobacterium sp. HYN0086
Amycolatopsis albispora
Nitratireductor sp. OM-1
Massilia sp. YMA4
Lysobacter oculi
Mesotoga infera
Zoogloea oryzae
Kocuria sp. BT304
Pseudomonas sp. LG1E9
Roseovarius sp. TM1035
Clostridiaceae bacterium 14S0207
Moraxella bovis
Paraburkholderia dokdonella
Paracoccus mutanolyticus
Mycoplasma anseris
Paucilactobacillus oligofermentans
Moritella yayanosii
Shewanella benthica
Flagellimonas maritima
Wolbachia endosymbiont of Folsomia candida
Arthrobacter dokdonellae
Paenibacillus sp. DCT19
Blattabacterium clevelandi
Paraliobacillus zengyii
Prevotella intermedia
Erythrobacter sp. KY5
Streptomyces cadmiisoli
Echinicola strongylocentroti
Porphyromonas crevioricanis
Helicobacter mustelae
Rhodococcus coprophilus
Acholeplasma laidlawii
Pseudomonas mucidolens
Lederbergia lentus
Arcanobacterium haemolyticum
Corynebacterium renale
Streptococcus uberis
Streptococcus sobrinus
Streptococcus ferus
Enterococcus cecorum
Staphylococcus hyicus
Tatumella ptyseos
Candidatus Bipolaricaulis anaerobius
Arcticibacterium luteifluviistationis
Bradymonas sediminis
Acinetobacter sp. WCHA45
Methylobacterium sp. XJLW
Lysobacter maris
Burkholderia sp. JP2-270
Azospirillum ramasamyi
Limnobaculum parvum
Vibrio casei
Blattabacterium sp. (Cryptocercus kyebangensis)
Streptomyces actuosus
Deinococcus actinosclerus
Corynebacterium provencense
Psychrobacter sp. YP14
Pseudomonas sp. R2A2
Citrobacter sp. CRE-46
Vibrio rumoiensis
Phenylobacterium parvum
Aurantimicrobium sp. MWH-Mo1
Acidiferrobacter sp. SPIII_3
Paenibacillus sp. Cedars
Sinorhizobium fredii
Salinisphaera sp. LB1
Candidatus Cardinium hertigii
Halorhodospira halochloris
Methylobacterium sp. 17Sr1-1
Methylobacterium terrae
Methylobacterium radiodurans
Methylobacterium durans
Lactobacillus helsingborgensis
Streptomyces sp. NEAU-S7GS2
Deinococcus irradiatisoli
Sodalis glossinidius
Bradyrhizobium vignae
Halomonas elongata
Microvirga sp. 17 mud 1-3
Gammaproteobacteria bacterium ESL0073
Pseudomonas sp. 31-12
Lactobacillus kullabergensis
Lactobacillus apis
Hymenobacter nivis
Bacillus inaquosorum
Flavobacterium sediminis
Bradyrhizobium amphicarpaeae
Bradyrhizobium ottawaense
Streptomyces globisporus
Streptomyces sp. SM17
Streptomyces sp. SM18
Saliniradius amylolyticus
Aquirufa nivalisilvae
Massilia oculi
Massilia sp. WG5
Azospirillum thermophilum
Rhodococcus sp. S2-17
Clostridium baratii
Tannerella sp. oral taxon HOT-286
Pandoraea apista
Candidatus Fukatsuia symbiotica
Flavobacterium crocinum
Streptomyces spongiicola
Azospirillum sp. TSH58
Actinomyces sp. Z16
Methylobacterium sp. DM1
Salipiger pacificus
Azoarcus communis
Actinobacillus porcitonsillarum
Aquabacterium olei
Helicobacter apodemus
Staphylococcus nepalensis
Flavobacterium pallidum
Streptomyces tirandamycinicus
Caldibacillus thermoamylovorans
Clostridium drakei
Dietzia psychralcaliphila
Dietzia lutea
Flavobacterium album
Dokdonia sp. Dokd-P16
Tessaracoccus timonensis
Dialister massiliensis
Chlamydia sp. H15-1957-10C
Flavobacterium kingsejongi
Flavobacterium faecale
Microbulbifer sp. A4B17
Streptomyces nigra
Miniimonas sp. S16
Actinobaculum sp. 313
Lysinibacillus sp. 2017
Phytobacter sp. SCO41
Dongshaea marina
Candidatus Fokinia solitaria
Candidatus Kinetoplastibacterium sorsogonicusi
Aminobacter sp. MSH1
Enterobacter cloacae complex sp. FDA-CDC-AR_0164
Rhodobacter blasticus
Methyloceanibacter sp. wino2
Agromyces badenianii
Corynebacterium liangguodongii
Aeromicrobium chenweiae
Salinibacterium hongtaonis
Mycetocola zhujimingii
Corynebacterium yudongzhengii
Polynucleobacter difficilis
Enterobacteriaceae bacterium S05
Catenovulum sp. CCB-QB4
Colwellia sp. Arc7-D
Gemmobacter sp. HYN0069
Paenibacillus sp. CAA11
Algicoccus marinus
Thermodesulfobium acidiphilum
Flavobacterium magnum
Streptomyces lunaelactis
Zoogloeaceae bacteirum Par-f-2
Nodularia spumigena
Dietzia sp. JS16-p6b
Lelliottia sp. WB101
Dickeya sp. Secpp 1600
Burkholderia sp. LA-2-3-30-S1-D2
Bacillus sp. Y-01
Carboxydocella thermautotrophica
Burkholderia mayonis
Bacillus sp. ZY-1-1
Burkholderia sp. NRF60-BP8
Burkholderia sp. MSMB0856
Halomonas sp. SF2003
Streptomyces sp. P3
Halomonas sp. 'Soap Lake #6'
Thauera aromatica
Plantactinospora sp. BB1
Plantactinospora sp. BC1
Massilia armeniaca
Lactobacillus sp. D1501
Petrimonas sp. IBARAKI
Fusobacterium mortiferum
Gramella fulva
Oceanobacillus iheyensis
Variovorax sp. PMC12
Fusobacterium periodonticum
Microcystis sp. MC19
Fusobacterium gonidiaformans
Staphylococcus muscae
Staphylococcus kloosii
Synechocystis sp. IPPAS B-1465
Ahniella affigens
Aeromonas rivipollensis
Candidatus Phycorickettsia trachydisci
Massilistercora timonensis
Pulveribacter suum
Clostridium tetani
Entomoplasma luminosum
Brucella canis
Enterobacter cloacae complex sp. FDA-CDC-AR_0132
Megasphaera elsdenii
Simplicispira suum
Melaminivora sp. SC2-9
Ottowia oryzae
Phreatobacter cathodiphilus
Salinicola tamaricis
Mesoplasma florum
Actinomyces sp. oral taxon 897
Capnocytophaga sp. oral taxon 878
Dietzia sp. oral taxon 368
Lachnospiraceae bacterium oral taxon 500
Mogibacterium diversum
Capnocytophaga sp. oral taxon 864
Peptostreptococcaceae bacterium oral taxon 929
Haemophilus sp. oral taxon 036
Bacteroides heparinolyticus
Bacteroides zoogleoformans
Victivallales bacterium CCUG 44730
Fastidiosipila sanguinis
Shewanella sp. FDAARGOS_354
Magnetospirillum gryphiswaldense
Microbacterium sp. str. 'China'
Gordonia iterans
Oligella urethralis
Roseobacter denitrificans
Pediococcus inopinatus
Psychrobacter cryohalolentis
Brevundimonas vesicularis
Candidatus Hodgkinia cicadicola
Lysinibacillus sp. B2A1
Lactobacillus sp. CBA3606
Lactobacillus sp. CBA3605
Corynebacterium camporealensis
Idiomarina sp. OT37-5b
Enterobacter sp. SA187
Bacillus sp. FDAARGOS_235
Streptococcus sp. FDAARGOS_192
Clostridium taeniosporum
Yersinia sp. FDAARGOS_228
Citrobacter sp. FDAARGOS_156
Streptococcus sp. 'group B'
Serratia sp. MYb239
Pseudomonas lurida
Stenotrophomonas sp. MYb57
Pseudomonas sp. MYb193
Shewanella sp. WE21
Halomonas sp. GFAJ-1
Pukyongia salina
Micropruina glycogenica
Arthrobacter sp. PGP41
Deinococcus sp. NW-56
Mixta gaviniae
Sphingopyxis sp. MG
Pseudomonas sp. XWY-1
Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
Erwinia pyrifoliae
Porphyrobacter sp. HT-58-2
Chromobacterium vaccinii
Desulfobulbus oralis
Sulfobacillus thermotolerans
Rahnella sp. ERMR1:05
Pontimonas salivibrio
Pseudomonas sp. LG1D9
Pseudomonas sp. LH1G9
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'
Nostoc sp. 'Peltigera membranacea cyanobiont' N6
Devosia sp. I507
Pseudomonas sp. SWI36
Pseudomonas sp. SWI6
Pseudomonas sp. SWI44
Streptomyces dengpaensis
Acinetobacter sp. SWBY1
Rhizobium sp. NXC24
Pseudomonas avellanae
Streptomyces sp. WAC00288
Kitasatospora sp. MMS16-BH015
Pseudomonas cerasi
Leclercia sp. LSNIH3
Serratia sp. SSNIH1
Acinetobacter sp. ACNIH2
Aeromonas sp. ASNIH2
Acinetobacter sp. ACNIH1
Citrobacter sp. CFNIH10
Citrobacter freundii complex sp. CFNIH4
Aeromonas sp. ASNIH4
Pseudomonas sp. PONIH3
Aeromonas sp. ASNIH1
Agarilytica rhodophyticola
Vibrio hyugaensis
Aeromonas sp. ASNIH7
Aeromonas sp. ASNIH3
Citrobacter freundii complex sp. CFNIH9
Citrobacter freundii complex sp. CFNIH3
Enterobacteriaceae bacterium ENNIH3
Enterobacteriaceae bacterium ENNIH1
Enterobacteriaceae bacterium ENNIH2
Leclercia sp. LSNIH1
Streptomyces albulus
Paraburkholderia terrae
Achromobacter sp. AONIH1
Aeromonas sp. ASNIH5
Streptococcus parauberis
Pseudoalteromonas sp. 13-15
Nostoc sp. CENA543
Pseudoclostridium thermosuccinogenes
Lysinibacillus sp. YS11
Laceyella sacchari
Tamlana carrageenivorans
Aquella oligotrophica
Phaeobacter piscinae
Vibrio jasicida
Enterobacter sp. EA-1
Flavivirga eckloniae
Citrobacter freundii complex sp. CFNIH2
Ehrlichia canis
Vibrio tapetis
Pseudomonas sp. NC02
Azoarcus pumilus
Paenibacillus sp. lzh-N1
Niveispirillum cyanobacteriorum
Paracoccus jeotgali
Nocardioides houyundeii
Spiroplasma monobiae
Ketobacter alkanivorans
Enterobacter sp. Crenshaw
Serratia sp. ATCC 39006
Enterococcus sp. CR-Ec1
Coxiella-like endosymbiont of Amblyomma americanum
Aestuarium zhoushanense
Pseudoalteromonas sp. NC201
Liquorilactobacillus nagelii
Liquorilactobacillus hordei
Companilactobacillus alimentarius
Alteromonas macleodii
Virgibacillus dokdonensis
Glaesserella sp. 15-184
Amycolatopsis sp. BJA-103
Streptomyces sp. DUT11
Gordonia sp. YC-JH1
Chromobacterium sp. ATCC 53434
Pseudomonas glycinae
Paracoccus zhejiangensis
Paracoccus sp. BM15
Streptomyces sp. CMB-StM0423
Methylorubrum extorquens
Acetivibrio saccincola
Thalassospira marina
Mesoplasma syrphidae
Bacillus sp. SJ-10
Pseudomonas sp. AK6U
Kangiella profundi
Tenericutes bacterium MZ-XQ
Tenericutes bacterium MO-XQ
Shewanella sp. Pdp11
Bacillus sp. HBCD-sjtu
Planococcus sp. MB-3u-03
Streptomyces sp. S063
Polaribacter sp. ALD11
Lacinutrix sp. Bg11-31
Olleya sp. Bg11-27
Nonlabens sp. MB-3u-79
Alteromonas sp. MB-3u-76
Bradyrhizobium sp. SK17
Spirosoma pollinicola
Pseudoalteromonas spongiae
Sagittula sp. P11
Rhizobium sp. Y9
Cyanobacterium sp. HL-69
Candidatus Thiodictyon syntrophicum
Pseudomonas sp. Lz4W
Nostoc flagelliforme
Spiroplasma floricola
Streptomyces sp. M56
Bartonella sp. 1-1C
Idiomarina sp. X4
Mesoplasma coleopterae
Mesoplasma lactucae
Entomoplasma freundtii
Mesoplasma entomophilum
Entomoplasma melaleucae
Mesoplasma tabanidae
Entomoplasma somnilux
Rhodobaca barguzinensis
Sphingomonas sp. Cra20
Amycolatopsis sp. AA4
Qipengyuania seohaensis
Reinekea forsetii
Mariprofundus ferrinatatus
Mariprofundus aestuarium
Spiroplasma clarkii
Enterobacter sp. CRENT-193
Burkholderia sp. MSMB617WGS
Streptomyces alboflavus
Streptomyces peucetius
Candidatus Formimonas warabiya
Sphingorhabdus sp. YGSMI21
Legionella endosymbiont of Polyplax serrata
Chryseobacterium camelliae
Phyllobacterium zundukense
Fusobacterium pseudoperiodonticum
Bacillus sp. Lzh-5
Lactobacillus terrae
Rhizobacter gummiphilus
Bifidobacterium choerinum
Candidatus Gracilibacteria bacterium HOT-871
Synechococcus lividus
Roseomonas sp. FDAARGOS_362
Pseudomonas sp. HLS-6
Massilia violaceinigra
Methylosinus trichosporium
Chryseobacterium piperi
Caulobacter mirabilis
Paenibacillus ihbetae
Paenibacillus sp. BIHB4019
Microvirga ossetica
Hartmannibacter diazotrophicus
Pedobacter ginsengisoli
Solibacillus sp. R5-41
Actinoplanes sp. SE50
Companilactobacillus farciminis
Geobacillus thermodenitrificans
Candidatus Fonsibacter ubiquis
Acinetobacter sp. LoGeW2-3
Rhizobium sp. ACO-34A
Pseudomonas sp. FDAARGOS_380
Yersinia frederiksenii
Aeromonas sp. CA23
Aeromonas sp. CU5
Chitinophaga caeni
Streptomyces formicae
Gluconobacter oxydans
Orrella dioscoreae
Acetobacter tropicalis
Halomonas beimenensis
Sphingomonas melonis
Pacificitalea manganoxidans
Rhodococcus sp. H-CA8f
Sodalis endosymbiont of Henestaris halophilus
Pseudodesulfovibrio profundus
Candidatus Nanopelagicus limnes
Cycloclasticus sp. PY97N
Dermabacter jinjuensis
Halobacteriovorax marinus
Granulibacter bethesdensis
Pseudoalteromonas sp. 1_2015MBL_MicDiv
Zobellella denitrificans
Celeribacter ethanolicus
Rhodobacter sp. CZR27
Brachybacterium vulturis
Pseudoalteromonas marina
Brachybacterium ginsengisoli
Phaeobacter gallaeciensis
Cedecea neteri
Enterococcus sp. FDAARGOS_375
Weissella paramesenteroides
Blautia hansenii
Pseudoalteromonas atlantica
Arthrobacter sp. Hiyo4
Leuconostoc suionicum
Ichthyobacterium seriolicida
Calothrix sp. NIES-4071
Calothrix sp. NIES-3974
Chondrocystis sp. NIES-4102
Leptolyngbya boryana
Calothrix sp. NIES-2098
Rhodobacteraceae bacterium QY30
Thiohalobacter thiocyanaticus
Mycobacterium stephanolepidis
Labilibaculum antarcticum
Burkholderia stabilis
Synechococcus sp. NIES-970
Actinomyces sp. Chiba101
Microbacterium sp. TPU 3598
Candidatus Nitrosoglobus terrae
Candidatus Desulfovibrio trichonymphae
Streptococcus sp. NPS 308
Sphingobium cloacae
Candidatus Endomicrobium trichonymphae
Sulfuricaulis limicola
Filimonas lacunae
Hafnia sp. CBA7124
Aurantimicrobium minutum
Streptomyces laurentii
Pseudomonas furukawaii
Stanieria sp. NIES-3757
Mucilaginibacter gotjawali
Sulfurifustis variabilis
Microcella alkaliphila
Aneurinibacillus soli
Variibacter gotjawalensis
Pseudomonas frederiksbergensis
Rhizorhabdus dicambivorans
Streptococcus troglodytae
Corynebacterium suranareeae
Thauera sp. K11
Burkholderia mallei
Mycobacterium sp. PYR15
Janthinobacterium svalbardensis
Luteimonas chenhongjianii
Neisseria sp. 10022
Anaerobutyricum hallii
Macrococcus sp. IME1552
Pseudoalteromonas tetraodonis
Pseudoalteromonas arctica
Pseudoalteromonas issachenkonii
Nibricoccus aquaticus
Sulfurospirillum sp. JPD-1
Corallococcus macrosporus
Cystobacter fuscus
Melittangium boletus
Capnocytophaga stomatis
Capnocytophaga leadbetteri
Capnocytophaga sp. H2931
Capnocytophaga sp. H4358
Capnocytophaga cynodegmi
Capnocytophaga gingivalis
Brenneria goodwinii
Gibbsiella quercinecans
Variovorax boronicumulans
Streptomyces xinghaiensis
Mesoplasma chauliocola
Enterococcus thailandicus
Ensifer sojae
Sinorhizobium sp. CCBAU 05631
Candidatus Planktophila lacus
Candidatus Planktophila limnetica
Candidatus Planktophila versatilis
Candidatus Nanopelagicus abundans
Candidatus Planktophila dulcis
Candidatus Planktophila vernalis
Streptomyces sp. CLI2509
Candidatus Planktophila sulfonica
Candidatus Nanopelagicus hibericus
Corynebacterium glaucum
Rickettsia endosymbiont of Bemisia tabaci
Candidatus Hamiltonella defensa
Plantactinospora sp. KBS50
Clostridium isatidis
Actinobacteria bacterium IMCC26077
Actinobacteria bacterium IMCC19121
Ochrobactrum quorumnocens
Thermogutta terrifontis
Rhizobium sp. 11515TR
Cytobacillus kochii
Tenacibaculum jejuense
Pandoraea sputorum
Sphingobacterium mizutaii
Neisseria zoodegmatis
Serratia ficaria
Veillonella rodentium
Corynebacterium cystitidis
Streptococcus acidominimus
Pasteurella dagmatis
Capnocytophaga haemolytica
Megamonas hypermegale
Dermatophilus congolensis
Corynebacterium imitans
Legionella lansingensis
Odoribacter splanchnicus
Clostridium cochlearium
Mammaliicoccus stepanovicii
Actinobacillus suis
Legionella waltersii
Mycolicibacterium thermoresistibile
Cutibacterium granulosum
Haemophilus pittmaniae
Streptococcus merionis
Candidatus Promineofilum breve
Maribacter cobaltidurans
Tsuneonella mangrovi
Candidatus Spiroplasma holothuricola
Bacillus sp. 1s-1
Klebsiella quasivariicola
Actinopolyspora erythraea
Nocardiopsis gilva
Parabacteroides sp. CT06
Mucilaginibacter xinganensis
Herbaspirillum sp. meg3
Vibrio qinghaiensis
Paracoccus aminovorans
Alkalihalobacillus clausii
Thermoanaerobacterium thermosaccharolyticum
Sutcliffiella cohnii
Geobacillus thermocatenulatus
Peribacillus simplex
Tumebacillus algifaecis
Candidatus Fluviicola riflensis
Cellulomonas sp. PSBB021
Prauserella marina
Prosthecochloris sp. GSB1
Leptotrichia sp. oral taxon 498
Legionella clemsonensis
Campylobacter avium
Labrenzia sp. VG12
Spiroplasma corruscae
Antarctobacter heliothermus
Bacterioplanes sanyensis
Neisseria sp. KEM232
Actinoalloteichus hoggarensis
Arenibacter algicola
Dehalobacterium formicoaceticum
Virgibacillus necropolis
